ID;rodada;data;hora;mandante;visitante;vencedor;mandante_Placar;visitante_Placar;time_vencedor;;
7050;17;18/10/2020;16:01;Corinthians;Flamengo;Flamengo;1;5;2;;
7051;17;18/10/2020;18:15;Internacional;Vasco;Internacional;2;0;1;;
7053;17;18/10/2020;20:29;Fortaleza;Palmeiras;Fortaleza;2;0;1;;
7052;17;18/10/2020;20:31;Bragantino;Sport;Bragantino;2;0;1;;
7054;17;19/10/2020;20:00;Bahia;Atletico-MG;Bahia;3;1;1;;
7055;17;19/10/2020;20:00;Botafogo-RJ;Goias;-;0;0;3;;
7056;18;21/10/2020;21:30;Vasco;Corinthians;Corinthians;1;2;2;;
7059;18;24/10/2020;16:00;Atletico-MG;Sport;-;0;0;3;;
7057;18;24/10/2020;17:01;Bragantino;Goias;Bragantino;2;0;1;;
7058;18;24/10/2020;19:00;Ceara;Coritiba;Ceara;2;1;1;;
7060;18;25/10/2020;16:00;Atletico-GO;Palmeiras;Palmeiras;0;3;2;;
7061;18;25/10/2020;16:00;Fluminense;Santos;Fluminense;3;1;1;;
7062;18;25/10/2020;18:15;Athletico-PR;Gremio;Gremio;1;2;2;;
7063;18;25/10/2020;18:15;Internacional;Flamengo;-;2;2;3;;
7066;19;31/10/2020;16:59;Botafogo-RJ;Ceara;-;2;2;3;;
7067;19;31/10/2020;19:00;Coritiba;Atletico-GO;Coritiba;1;0;1;;
7068;19;31/10/2020;19:00;Corinthians;Internacional;Corinthians;1;0;1;;
7069;19;31/10/2020;20:59;Fortaleza;Fluminense;Fluminense;0;1;2;;
7070;19;01/11/2020;16:00;Flamengo;Sao Paulo;Sao Paulo;1;4;2;;
7071;19;01/11/2020;16:01;Sport;Athletico-PR;Sport;1;0;1;;
7072;19;01/11/2020;18:14;Santos;Bahia;Santos;3;1;1;;
7073;19;01/11/2020;20:31;Goias;Vasco;-;1;1;3;;
7074;19;02/11/2020;17:00;Palmeiras;Atletico-MG;Palmeiras;3;0;1;;
7075;19;02/11/2020;20:00;Gremio;Bragantino;Gremio;2;1;1;;
7076;20;07/11/2020;18:00;Athletico-PR;Fortaleza;Athletico-PR;2;1;1;;
7077;20;07/11/2020;19:01;Sao Paulo;Goias;Sao Paulo;2;1;1;;
7078;20;07/11/2020;21:00;Atletico-GO;Corinthians;-;1;1;3;;
7080;20;08/11/2020;16:00;Internacional;Coritiba;-;2;2;3;;
7079;20;08/11/2020;16:01;Vasco;Palmeiras;Palmeiras;0;1;2;;
7082;20;08/11/2020;18:15;Atletico-MG;Flamengo;Atletico-MG;4;0;1;;
7083;20;08/11/2020;18:15;Bahia;Botafogo-RJ;Bahia;1;0;1;;
7081;20;08/11/2020;18:16;Bragantino;Santos;-;1;1;3;;
7084;20;08/11/2020;20:30;Fluminense;Gremio;Gremio;0;1;2;;
7085;20;08/11/2020;20:30;Ceara;Sport;-;0;0;3;;
7064;18;11/11/2020;18:45;Bahia;Fortaleza;Bahia;2;1;1;;
7086;21;14/11/2020;16:30;Sport;Vasco;Vasco;0;2;2;;
7087;21;14/11/2020;16:30;Santos;Internacional;Santos;2;0;1;;
7088;21;14/11/2020;16:59;Goias;Athletico-PR;Athletico-PR;0;1;2;;
7090;21;14/11/2020;18:59;Fortaleza;Sao Paulo;Sao Paulo;2;3;2;;
7091;21;14/11/2020;19:00;Gremio;Ceara;Gremio;4;2;1;;
7089;21;14/11/2020;19:01;Corinthians;Atletico-MG;Atletico-MG;1;2;2;;
7092;21;14/11/2020;21:30;Palmeiras;Fluminense;Palmeiras;2;0;1;;
7093;21;14/11/2020;21:30;Flamengo;Atletico-GO;-;1;1;3;;
7094;21;16/11/2020;18:00;Coritiba;Bahia;Bahia;1;2;2;;
7095;21;16/11/2020;20:00;Botafogo-RJ;Bragantino;Bragantino;1;2;2;;
6954;6;18/11/2020;19:00;Atletico-MG;Athletico-PR;Athletico-PR;0;2;2;;
7044;16;19/11/2020;19:00;Vasco;Fortaleza;-;0;0;3;;
7096;22;20/11/2020;20:01;Bragantino;Bahia;Bragantino;4;0;1;;
7097;22;21/11/2020;19:00;Athletico-PR;Santos;Athletico-PR;1;0;1;;
7098;22;21/11/2020;19:00;Flamengo;Coritiba;Flamengo;3;1;1;;
7099;22;21/11/2020;21:01;Goias;Palmeiras;Goias;1;0;1;;
7101;22;22/11/2020;16:00;Ceara;Atletico-MG;-;2;2;3;;
7100;22;22/11/2020;16:03;Sao Paulo;Vasco;-;1;1;3;;
7102;22;22/11/2020;18:15;Internacional;Fluminense;Fluminense;1;2;2;;
7103;22;22/11/2020;18:15;Botafogo-RJ;Fortaleza;Fortaleza;1;2;2;;
7104;22;22/11/2020;20:30;Corinthians;Gremio;-;0;0;3;;
7105;22;23/11/2020;20:01;Sport;Atletico-GO;Atletico-GO;0;1;2;;
7045;16;25/11/2020;19:15;Ceara;Sao Paulo;-;1;1;3;;
7106;23;25/11/2020;21:30;Atletico-MG;Botafogo-RJ;Atletico-MG;2;1;1;;
7107;23;25/11/2020;21:31;Coritiba;Corinthians;Corinthians;0;1;2;;
7108;23;26/11/2020;19:59;Fortaleza;Goias;-;1;1;3;;
7110;23;28/11/2020;16:59;Santos;Sport;Santos;4;2;1;;
7109;23;28/11/2020;17:00;Palmeiras;Athletico-PR;Palmeiras;3;0;1;;
7111;23;28/11/2020;18:59;Bahia;Sao Paulo;Sao Paulo;1;3;2;;
7112;23;28/11/2020;21:00;Atletico-GO;Internacional;-;0;0;3;;
6955;6;30/11/2020;18:00;Gremio;Goias;Gremio;2;1;1;;
7113;23;30/11/2020;18:00;Vasco;Ceara;Ceara;1;4;2;;
7114;23;30/11/2020;20:00;Fluminense;Bragantino;-;0;0;3;;
7116;24;02/12/2020;21:30;Fortaleza;Corinthians;-;0;0;3;;
6894;1;03/12/2020;19:00;Goias;Sao Paulo;Sao Paulo;0;3;2;;
7118;24;05/12/2020;16:59;Botafogo-RJ;Flamengo;Flamengo;0;1;2;;
7117;24;05/12/2020;17:01;Santos;Palmeiras;-;2;2;3;;
7119;24;05/12/2020;19:00;Fluminense;Athletico-PR;Fluminense;3;1;1;;
7120;24;05/12/2020;19:00;Bahia;Ceara;Ceara;0;2;2;;
7121;24;05/12/2020;21:01;Coritiba;Bragantino;-;0;0;3;;
7122;24;06/12/2020;16:01;Sao Paulo;Sport;Sao Paulo;1;0;1;;
7123;24;06/12/2020;16:01;Gremio;Vasco;Gremio;4;0;1;;
7124;24;06/12/2020;18:15;Atletico-MG;Internacional;-;2;2;3;;
7125;24;07/12/2020;20:00;Atletico-GO;Goias;Goias;0;1;2;;
7065;18;09/12/2020;21:30;Sao Paulo;Botafogo-RJ;Sao Paulo;4;0;1;;
7126;25;12/12/2020;17:00;Athletico-PR;Atletico-MG;Atletico-MG;0;1;2;;
7127;25;12/12/2020;17:01;Bragantino;Fortaleza;Bragantino;2;1;1;;
7128;25;12/12/2020;19:00;Internacional;Botafogo-RJ;Internacional;2;1;1;;
7129;25;12/12/2020;19:00;Palmeiras;Bahia;Palmeiras;3;0;1;;
7130;25;12/12/2020;21:00;Goias;Gremio;-;0;0;3;;
7131;25;12/12/2020;21:01;Ceara;Atletico-GO;Atletico-GO;1;2;2;;
7132;25;13/12/2020;16:00;Flamengo;Santos;Flamengo;4;1;1;;
7133;25;13/12/2020;18:15;Corinthians;Sao Paulo;Corinthians;1;0;1;;
7134;25;13/12/2020;18:16;Sport;Coritiba;Sport;1;0;1;;
7135;25;13/12/2020;20:30;Vasco;Fluminense;-;1;1;3;;
7136;26;16/12/2020;21:31;Sao Paulo;Atletico-MG;Sao Paulo;3;0;1;;
7137;26;16/12/2020;21:31;Atletico-GO;Fluminense;Atletico-GO;2;1;1;;
7138;26;19/12/2020;19:00;Sport;Gremio;-;1;1;3;;
7139;26;19/12/2020;21:00;Internacional;Palmeiras;Internacional;2;0;1;;
7140;26;19/12/2020;21:00;Coritiba;Botafogo-RJ;Botafogo-RJ;1;2;2;;
7142;26;20/12/2020;15:59;Vasco;Santos;Vasco;1;0;1;;
7141;26;20/12/2020;16:00;Bragantino;Athletico-PR;Athletico-PR;0;1;2;;
7143;26;20/12/2020;18:14;Flamengo;Bahia;Flamengo;4;3;1;;
7144;26;20/12/2020;20:30;Fortaleza;Ceara;Ceara;0;2;2;;
7145;26;21/12/2020;20:02;Corinthians;Goias;Corinthians;2;1;1;;
7146;27;26/12/2020;17:00;Atletico-MG;Coritiba;Atletico-MG;2;0;1;;
7147;27;26/12/2020;19:00;Goias;Sport;Goias;1;0;1;;
7148;27;26/12/2020;19:00;Fortaleza;Flamengo;-;0;0;3;;
7149;27;26/12/2020;20:59;Fluminense;Sao Paulo;Sao Paulo;1;2;2;;
7150;27;27/12/2020;16:00;Botafogo-RJ;Corinthians;Corinthians;0;2;2;;
7151;27;27/12/2020;16:01;Bahia;Internacional;Internacional;1;2;2;;
7152;27;27/12/2020;18:15;Athletico-PR;Vasco;Athletico-PR;3;0;1;;
7153;27;27/12/2020;18:15;Palmeiras;Bragantino;Palmeiras;1;0;1;;
7154;27;27/12/2020;18:16;Santos;Ceara;-;1;1;3;;
7155;27;27/12/2020;20:30;Gremio;Atletico-GO;Gremio;2;1;1;;
7156;28;06/01/2021;19:15;Gremio;Bahia;Gremio;2;1;1;;
7157;28;06/01/2021;19:15;Botafogo-RJ;Athletico-PR;Athletico-PR;0;2;2;;
7159;28;06/01/2021;20:30;Sport;Fortaleza;Sport;1;0;1;;
7158;28;06/01/2021;20:31;Coritiba;Goias;Goias;1;2;2;;
7160;28;06/01/2021;21:30;Flamengo;Fluminense;Fluminense;1;2;2;;
7161;28;06/01/2021;21:30;Bragantino;Sao Paulo;Bragantino;4;2;1;;
7162;28;07/01/2021;19:00;Ceara;Internacional;Internacional;0;2;2;;
7163;28;07/01/2021;21:00;Atletico-GO;Vasco;-;0;0;3;;
7167;29;09/01/2021;19:00;Coritiba;Athletico-PR;-;0;0;3;;
7166;29;09/01/2021;19:01;Sport;Palmeiras;Palmeiras;0;1;2;;
7168;29;09/01/2021;21:00;Fortaleza;Gremio;-;0;0;3;;
7169;29;10/01/2021;16:00;Sao Paulo;Santos;Santos;0;1;2;;
7170;29;10/01/2021;16:00;Flamengo;Ceara;Ceara;0;2;2;;
7171;29;10/01/2021;18:14;Atletico-GO;Bahia;-;1;1;3;;
7172;29;10/01/2021;18:15;Internacional;Goias;Internacional;1;0;1;;
7173;29;10/01/2021;20:30;Vasco;Botafogo-RJ;Vasco;3;0;1;;
7174;29;11/01/2021;20:01;Bragantino;Atletico-MG;-;2;2;3;;
7175;29;13/01/2021;21:30;Corinthians;Fluminense;Corinthians;5;0;1;;
7176;30;15/01/2021;21:30;Palmeiras;Gremio;-;1;1;3;;
7177;30;16/01/2021;19:00;Fluminense;Sport;Fluminense;1;0;1;;
7178;30;16/01/2021;20:59;Vasco;Coritiba;Coritiba;0;1;2;;
7179;30;17/01/2021;15:59;Athletico-PR;Sao Paulo;-;1;1;3;;
7180;30;17/01/2021;15:59;Santos;Botafogo-RJ;Santos;2;1;1;;
7181;30;17/01/2021;18:15;Atletico-MG;Atletico-GO;Atletico-MG;3;1;1;;
7182;30;17/01/2021;20:30;Ceara;Bragantino;Bragantino;1;2;2;;
7183;30;17/01/2021;20:31;Internacional;Fortaleza;Internacional;4;2;1;;
7164;28;18/01/2021;19:00;Palmeiras;Corinthians;Palmeiras;4;0;1;;
7184;30;18/01/2021;20:00;Goias;Flamengo;Flamengo;0;3;2;;
7186;31;20/01/2021;17:00;Botafogo-RJ;Atletico-GO;Atletico-GO;1;3;2;;
7187;31;20/01/2021;17:59;Bahia;Athletico-PR;Bahia;1;0;1;;
7188;31;20/01/2021;19:15;Gremio;Atletico-MG;-;1;1;3;;
7189;31;20/01/2021;20:30;Coritiba;Fluminense;-;3;3;3;;
7191;31;20/01/2021;21:29;Bragantino;Vasco;Bragantino;4;1;1;;
7190;31;20/01/2021;21:30;Sao Paulo;Internacional;Internacional;1;5;2;;
7192;31;21/01/2021;19:00;Flamengo;Palmeiras;Flamengo;2;0;1;;
7193;31;21/01/2021;19:00;Fortaleza;Santos;Fortaleza;2;0;1;;
7194;31;21/01/2021;19:00;Goias;Ceara;Ceara;0;4;2;;
7195;31;21/01/2021;21:00;Corinthians;Sport;Corinthians;3;0;1;;
7196;32;23/01/2021;19:00;Sao Paulo;Coritiba;-;1;1;3;;
7197;32;23/01/2021;21:00;Vasco;Atletico-MG;Vasco;3;2;1;;
7198;32;24/01/2021;16:00;Internacional;Gremio;Internacional;2;1;1;;
7200;32;24/01/2021;16:00;Ceara;Palmeiras;Ceara;2;1;1;;
7199;32;24/01/2021;16:01;Athletico-PR;Flamengo;Athletico-PR;2;1;1;;
7202;32;24/01/2021;18:15;Sport;Bahia;Sport;2;0;1;;
7203;32;24/01/2021;18:15;Santos;Goias;Goias;3;4;2;;
7201;32;24/01/2021;18:16;Atletico-GO;Fortaleza;Atletico-GO;2;0;1;;
7204;32;24/01/2021;20:30;Fluminense;Botafogo-RJ;Fluminense;2;0;1;;
7205;32;25/01/2021;20:00;Corinthians;Bragantino;Bragantino;0;2;2;;
6895;1;26/01/2021;20:00;Palmeiras;Vasco;-;1;1;3;;
7165;28;26/01/2021;19:59;Atletico-MG;Santos;Atletico-MG;2;0;1;;
7115;23;28/01/2021;20:00;Gremio;Flamengo;Flamengo;2;4;2;;
7185;30;28/01/2021;18:59;Bahia;Corinthians;Bahia;2;1;1;;
7208;33;31/01/2021;15:59;Atletico-GO;Sao Paulo;Atletico-GO;2;1;1;;
7206;33;31/01/2021;16:00;Vasco;Bahia;-;0;0;3;;
7207;33;31/01/2021;16:00;Ceara;Athletico-PR;Athletico-PR;0;2;2;;
7209;33;31/01/2021;16:01;Coritiba;Gremio;-;1;1;3;;
7210;33;31/01/2021;17:00;Atletico-MG;Fortaleza;Atletico-MG;2;0;1;;
7211;33;31/01/2021;18:15;Internacional;Bragantino;Internacional;2;1;1;;
7212;33;31/01/2021;20:30;Fluminense;Goias;Fluminense;3;0;1;;
7213;33;01/02/2021;19:59;Sport;Flamengo;Flamengo;0;3;2;;
7214;33;02/02/2021;16:00;Palmeiras;Botafogo-RJ;-;1;1;3;;
7216;34;03/02/2021;15:59;Gremio;Santos;-;3;3;3;;
7217;34;03/02/2021;19:15;Bragantino;Atletico-GO;Bragantino;2;0;1;;
7218;34;03/02/2021;21:30;Corinthians;Ceara;Corinthians;2;1;1;;
7219;34;03/02/2021;21:30;Goias;Atletico-MG;Goias;1;0;1;;
7220;34;03/02/2021;21:30;Bahia;Fluminense;Fluminense;0;1;2;;
7221;34;04/02/2021;18:30;Fortaleza;Coritiba;Fortaleza;3;1;1;;
7222;34;04/02/2021;20:59;Flamengo;Vasco;Flamengo;2;0;1;;
7223;34;04/02/2021;21:00;Athletico-PR;Internacional;-;0;0;3;;
7224;34;05/02/2021;20:00;Botafogo-RJ;Sport;Sport;0;1;2;;
7226;35;06/02/2021;19:00;Bahia;Goias;-;3;3;3;;
7227;35;06/02/2021;21:00;Atletico-GO;Santos;-;1;1;3;;
7228;35;07/02/2021;20:30;Bragantino;Flamengo;-;1;1;3;;
7229;35;08/02/2021;20:00;Botafogo-RJ;Gremio;Gremio;2;5;2;;
7230;35;10/02/2021;19:00;Internacional;Sport;Sport;1;2;2;;
7231;35;10/02/2021;19:15;Fortaleza;Vasco;Fortaleza;3;0;1;;
7232;35;10/02/2021;21:01;Sao Paulo;Ceara;-;1;1;3;;
7233;35;10/02/2021;21:30;Fluminense;Atletico-MG;-;0;0;3;;
7234;35;10/02/2021;21:30;Corinthians;Athletico-PR;-;3;3;3;;
7236;36;13/02/2021;17:00;Goias;Botafogo-RJ;Goias;2;0;1;;
7237;36;13/02/2021;19:00;Atletico-MG;Bahia;-;1;1;3;;
7238;36;13/02/2021;19:00;Santos;Coritiba;Santos;2;0;1;;
7239;36;14/02/2021;16:00;Flamengo;Corinthians;Flamengo;2;1;1;;
7240;36;14/02/2021;16:00;Vasco;Internacional;Internacional;0;2;2;;
7241;36;14/02/2021;18:14;Athletico-PR;Atletico-GO;Athletico-PR;2;1;1;;
7242;36;14/02/2021;18:15;Palmeiras;Fortaleza;Palmeiras;3;0;1;;
7243;36;14/02/2021;20:29;Gremio;Sao Paulo;Sao Paulo;1;2;2;;
7244;36;15/02/2021;17:59;Ceara;Fluminense;Fluminense;1;3;2;;
7245;36;15/02/2021;20:00;Sport;Bragantino;-;0;0;3;;
7215;33;17/02/2021;18:59;Santos;Corinthians;Santos;1;0;1;;
7235;35;17/02/2021;19:30;Coritiba;Palmeiras;Coritiba;1;0;1;;
7225;34;19/02/2021;21:31;Sao Paulo;Palmeiras;-;1;1;3;;
7246;37;20/02/2021;18:30;Coritiba;Ceara;Ceara;0;2;2;;
7247;37;20/02/2021;21:00;Fortaleza;Bahia;Bahia;0;4;2;;
7249;37;21/02/2021;16:00;Corinthians;Vasco;-;0;0;3;;
7248;37;21/02/2021;16:01;Sport;Atletico-MG;Atletico-MG;2;3;2;;
7250;37;21/02/2021;16:02;Flamengo;Internacional;Flamengo;2;1;1;;
7251;37;21/02/2021;18:14;Santos;Fluminense;-;1;1;3;;
7252;37;21/02/2021;18:15;Gremio;Athletico-PR;Gremio;1;0;1;;
7253;37;21/02/2021;20:30;Goias;Bragantino;-;0;0;3;;
7254;37;22/02/2021;18:00;Palmeiras;Atletico-GO;-;1;1;3;;
7255;37;22/02/2021;19:59;Botafogo-RJ;Sao Paulo;Botafogo-RJ;1;0;1;;
7264;38;25/02/2021;21:29;Vasco;Goias;Vasco;3;2;1;;
7256;38;25/02/2021;21:30;Bragantino;Gremio;Bragantino;1;0;1;;
7257;38;25/02/2021;21:30;Bahia;Santos;Bahia;2;0;1;;
7258;38;25/02/2021;21:30;Athletico-PR;Sport;Athletico-PR;2;0;1;;
7259;38;25/02/2021;21:30;Atletico-GO;Coritiba;Atletico-GO;3;1;1;;
7261;38;25/02/2021;21:30;Ceara;Botafogo-RJ;Ceara;2;1;1;;
7263;38;25/02/2021;21:30;Atletico-MG;Palmeiras;Atletico-MG;2;0;1;;
7265;38;25/02/2021;21:30;Fluminense;Fortaleza;Fluminense;2;0;1;;
7260;38;25/02/2021;21:31;Internacional;Corinthians;-;0;0;3;;
7262;38;25/02/2021;21:31;Sao Paulo;Flamengo;Sao Paulo;2;1;1;;
7266;1;29/05/2021;19:00;Cuiaba;Juventude;-;2;2;3;;
7267;1;29/05/2021;20:00;Bahia;Santos;Bahia;3;0;1;;
7268;1;29/05/2021;21:00;Sao Paulo;Fluminense;-;0;0;3;;
7269;1;30/05/2021;11:01;Atletico-MG;Fortaleza;Fortaleza;1;2;2;;
7271;1;30/05/2021;15:59;Ceara;Gremio;Ceara;3;2;1;;
7270;1;30/05/2021;16:00;Flamengo;Palmeiras;Flamengo;1;0;1;;
7273;1;30/05/2021;18:14;Chapecoense;Bragantino;Bragantino;0;3;2;;
7272;1;30/05/2021;18:15;Corinthians;Atletico-GO;Atletico-GO;0;1;2;;
7274;1;30/05/2021;18:16;Athletico-PR;America-MG;Athletico-PR;1;0;1;;
7275;1;30/05/2021;20:30;Internacional;Sport;-;2;2;3;;
7276;2;05/06/2021;19:00;Atletico-GO;Sao Paulo;Atletico-GO;2;0;1;;
7277;2;05/06/2021;20:59;Santos;Ceara;Santos;3;1;1;;
7278;2;05/06/2021;20:59;Bragantino;Bahia;-;3;3;3;;
7279;2;06/06/2021;11:00;Fluminense;Cuiaba;Fluminense;1;0;1;;
7280;2;06/06/2021;16:00;America-MG;Corinthians;Corinthians;0;1;2;;
7281;2;06/06/2021;16:00;Fortaleza;Internacional;Fortaleza;5;1;1;;
7283;2;06/06/2021;18:14;Palmeiras;Chapecoense;Palmeiras;3;1;1;;
7282;2;06/06/2021;18:15;Juventude;Athletico-PR;Athletico-PR;0;3;2;;
7284;2;06/06/2021;20:29;Sport;Atletico-MG;Atletico-MG;0;1;2;;
7286;3;12/06/2021;19:00;Santos;Juventude;-;0;0;3;;
7287;3;12/06/2021;19:00;Palmeiras;Corinthians;-;1;1;3;;
7288;3;13/06/2021;15:58;Atletico-MG;Sao Paulo;Atletico-MG;1;0;1;;
7289;3;13/06/2021;16:00;Gremio;Athletico-PR;Athletico-PR;0;1;2;;
7290;3;13/06/2021;16:00;Flamengo;America-MG;Flamengo;2;0;1;;
7292;3;13/06/2021;20:29;Fortaleza;Sport;Fortaleza;1;0;1;;
7294;3;13/06/2021;20:29;Chapecoense;Ceara;-;0;0;3;;
7291;3;13/06/2021;20:30;Bahia;Internacional;Internacional;0;1;2;;
7293;3;13/06/2021;20:30;Bragantino;Fluminense;-;2;2;3;;
7296;4;16/06/2021;19:00;Internacional;Atletico-MG;Atletico-MG;0;1;2;;
7297;4;16/06/2021;19:00;Sao Paulo;Chapecoense;-;1;1;3;;
7298;4;16/06/2021;20:30;Corinthians;Bragantino;Bragantino;1;2;2;;
7299;4;16/06/2021;21:30;Juventude;Palmeiras;Palmeiras;0;3;2;;
7301;4;17/06/2021;15:59;Ceara;Bahia;Bahia;1;2;2;;
7300;4;17/06/2021;16:00;America-MG;Cuiaba;-;0;0;3;;
7303;4;17/06/2021;19:00;Atletico-GO;Fortaleza;-;0;0;3;;
7304;4;17/06/2021;19:00;Fluminense;Santos;Fluminense;1;0;1;;
7302;4;17/06/2021;19:01;Sport;Gremio;Sport;1;0;1;;
7306;5;19/06/2021;21:00;Flamengo;Bragantino;Bragantino;2;3;2;;
7307;5;20/06/2021;11:01;Palmeiras;America-MG;Palmeiras;2;1;1;;
7308;5;20/06/2021;15:59;Bahia;Corinthians;-;0;0;3;;
7309;5;20/06/2021;16:00;Internacional;Ceara;-;1;1;3;;
7311;5;20/06/2021;18:14;Athletico-PR;Atletico-GO;Athletico-PR;2;1;1;;
7310;5;20/06/2021;18:15;Fortaleza;Fluminense;-;1;1;3;;
7312;5;20/06/2021;18:15;Santos;Sao Paulo;Santos;2;0;1;;
7313;5;20/06/2021;20:32;Juventude;Sport;Juventude;1;0;1;;
7314;5;21/06/2021;20:00;Atletico-MG;Chapecoense;-;1;1;3;;
7317;6;23/06/2021;19:00;Sao Paulo;Cuiaba;-;2;2;3;;
7318;6;23/06/2021;19:00;Flamengo;Fortaleza;Flamengo;2;1;1;;
7319;6;23/06/2021;19:00;Bragantino;Palmeiras;Bragantino;3;1;1;;
7316;6;23/06/2021;19:01;Atletico-GO;Fluminense;Atletico-GO;1;0;1;;
7320;6;24/06/2021;16:00;America-MG;Juventude;-;1;1;3;;
7322;6;24/06/2021;18:59;Corinthians;Sport;Corinthians;2;1;1;;
7321;6;24/06/2021;19:00;Chapecoense;Internacional;Internacional;1;2;2;;
7323;6;24/06/2021;19:00;Ceara;Atletico-MG;Ceara;2;1;1;;
7325;6;24/06/2021;21:29;Gremio;Santos;-;2;2;3;;
7324;6;24/06/2021;21:30;Bahia;Athletico-PR;Bahia;2;1;1;;
7326;7;27/06/2021;11:02;Juventude;Flamengo;Juventude;1;0;1;;
7327;7;27/06/2021;16:00;Fluminense;Corinthians;-;1;1;3;;
7329;7;27/06/2021;19:59;Athletico-PR;Chapecoense;-;2;2;3;;
7330;7;27/06/2021;19:59;Gremio;Fortaleza;-;0;0;3;;
7328;7;27/06/2021;20:00;Palmeiras;Bahia;Palmeiras;3;2;1;;
7331;7;27/06/2021;20:30;Santos;Atletico-MG;Santos;2;0;1;;
7332;7;27/06/2021;20:30;America-MG;Internacional;-;1;1;3;;
7334;7;27/06/2021;20:30;Ceara;Sao Paulo;-;1;1;3;;
7333;7;27/06/2021;20:32;Sport;Cuiaba;-;0;0;3;;
7335;7;28/06/2021;20:00;Atletico-GO;Bragantino;Bragantino;0;1;2;;
7336;8;30/06/2021;16:00;Fluminense;Athletico-PR;Athletico-PR;1;4;2;;
7337;8;30/06/2021;16:01;Fortaleza;Chapecoense;Fortaleza;3;2;1;;
7338;8;30/06/2021;19:00;Internacional;Palmeiras;Palmeiras;1;2;2;;
7339;8;30/06/2021;19:00;Bahia;America-MG;America-MG;3;4;2;;
7340;8;30/06/2021;20:30;Santos;Sport;-;0;0;3;;
7341;8;30/06/2021;21:30;Corinthians;Sao Paulo;-;0;0;3;;
7342;8;30/06/2021;21:30;Juventude;Gremio;Juventude;2;0;1;;
7343;8;01/07/2021;16:00;Bragantino;Ceara;-;0;0;3;;
7344;8;01/07/2021;19:00;Atletico-MG;Atletico-GO;Atletico-MG;4;1;1;;
7345;8;01/07/2021;20:00;Cuiaba;Flamengo;Flamengo;0;2;2;;
7347;9;03/07/2021;18:59;America-MG;Santos;America-MG;2;0;1;;
7346;9;03/07/2021;19:00;Athletico-PR;Fortaleza;Athletico-PR;2;1;1;;
7348;9;03/07/2021;21:00;Corinthians;Internacional;-;1;1;3;;
7349;9;04/07/2021;11:02;Chapecoense;Bahia;Bahia;0;2;2;;
7350;9;04/07/2021;16:01;Flamengo;Fluminense;Fluminense;0;1;2;;
7351;9;04/07/2021;16:01;Sport;Palmeiras;Palmeiras;0;1;2;;
7353;9;04/07/2021;18:14;Sao Paulo;Bragantino;Bragantino;1;2;2;;
7352;9;04/07/2021;18:15;Ceara;Juventude;Ceara;2;0;1;;
7354;9;04/07/2021;18:15;Cuiaba;Atletico-MG;Atletico-MG;0;1;2;;
7355;9;04/07/2021;20:30;Gremio;Atletico-GO;Atletico-GO;0;1;2;;
7356;10;06/07/2021;19:28;Santos;Athletico-PR;Santos;2;1;1;;
7357;10;07/07/2021;18:00;Bahia;Juventude;Bahia;1;0;1;;
7358;10;07/07/2021;18:01;Bragantino;Cuiaba;-;1;1;3;;
7359;10;07/07/2021;18:02;Fortaleza;America-MG;Fortaleza;4;0;1;;
7360;10;07/07/2021;18:59;Palmeiras;Gremio;Palmeiras;2;0;1;;
7361;10;07/07/2021;19:00;Atletico-MG;Flamengo;Atletico-MG;2;1;1;;
7362;10;07/07/2021;19:15;Atletico-GO;Sport;-;1;1;3;;
7363;10;07/07/2021;21:30;Internacional;Sao Paulo;Sao Paulo;0;2;2;;
7364;10;07/07/2021;21:30;Fluminense;Ceara;-;0;0;3;;
7365;10;08/07/2021;21:00;Chapecoense;Corinthians;Corinthians;0;1;2;;
7366;11;10/07/2021;16:30;Palmeiras;Santos;Palmeiras;3;2;1;;
7367;11;10/07/2021;16:30;Gremio;Internacional;-;0;0;3;;
7368;11;10/07/2021;17:29;Athletico-PR;Bragantino;-;2;2;3;;
7370;11;10/07/2021;19:00;Sao Paulo;Bahia;Sao Paulo;1;0;1;;
7369;11;10/07/2021;19:01;Sport;Fluminense;Fluminense;1;2;2;;
7371;11;10/07/2021;19:01;America-MG;Atletico-MG;Atletico-MG;0;1;2;;
7372;11;11/07/2021;11:01;Juventude;Atletico-GO;-;1;1;3;;
7373;11;11/07/2021;18:15;Cuiaba;Ceara;-;2;2;3;;
7374;11;11/07/2021;18:15;Flamengo;Chapecoense;Flamengo;2;1;1;;
7375;11;11/07/2021;20:30;Fortaleza;Corinthians;Fortaleza;1;0;1;;
7376;12;17/07/2021;17:00;Ceara;Athletico-PR;Ceara;1;0;1;;
7377;12;17/07/2021;17:00;Sao Paulo;Fortaleza;Fortaleza;0;1;2;;
7378;12;17/07/2021;19:00;Corinthians;Atletico-MG;Atletico-MG;1;2;2;;
7379;12;17/07/2021;21:00;Fluminense;Gremio;Gremio;0;1;2;;
7380;12;18/07/2021;11:03;Chapecoense;Cuiaba;Cuiaba;2;3;2;;
7381;12;18/07/2021;16:00;Atletico-GO;Palmeiras;Palmeiras;0;3;2;;
7382;12;18/07/2021;18:13;Bahia;Flamengo;Flamengo;0;5;2;;
7384;12;18/07/2021;20:29;Bragantino;Santos;-;2;2;3;;
7383;12;18/07/2021;20:31;Internacional;Juventude;Internacional;1;0;1;;
